query,intent,sentiment,response
"I'm furious, refund my order ORD521574 for the coffee maker now!",Refund,Negative,Your refund request for the coffee maker has been received. Refunds are typically processed within 5-7 business days to your original payment method.
When will my monitor from order ORD366127 be delivered?,Order Status,Neutral,Thank you for checking in. Your order is being processed and tracking details will be shared via email as soon as it ships.
I'm reporting a problem with the tablet I ordered order id ORD212818.,Complaint,Neutral,We're sorry to hear about the trouble with your tablet. We have logged your complaint and a support specialist will reach out within 24 hours to resolve this.
"Thanks for approving my refund for the external hard drive, just confirming the amount $88.67.",Refund,Positive,Your refund request for the external hard drive has been received. Refunds are typically processed within 5-7 business days to your original payment method.
I would like to request a refund of $325.63 for my wireless headphones purchase.,Refund,Neutral,Your refund request for the wireless headphones has been received. Refunds are typically processed within 5-7 business days to your original payment method.
Can you tell me the current status of order ORD174756?,Order Status,Neutral,Thank you for checking in. Your order is being processed and tracking details will be shared via email as soon as it ships.
"I'm furious, refund my order ORD828859 for the router now!",Refund,Negative,Your refund request for the router has been received. Refunds are typically processed within 5-7 business days to your original payment method.
Please initiate a refund for the backpack under order id ORD487600.,Refund,Neutral,Your refund request for the backpack has been received. Refunds are typically processed within 5-7 business days to your original payment method.
"Just checking, is order ORD289267 for my printer on track? Thanks!",Order Status,Positive,Thank you for checking in. Your order is being processed and tracking details will be shared via email as soon as it ships.
"Just checking, is order ORD616031 for my running shoes on track? Thanks!",Order Status,Positive,Thank you for checking in. Your order is being processed and tracking details will be shared via email as soon as it ships.
